status,code,name,color,price,vin,dealership
in transit,GUS,"STI, manual",Dark Gray,"$36,202",JF1VA2M60G9803867,irvine.subaru
in transit,GUS,"STI, manual",Dark Gray,"$36,202",JF1VA2M6XG9803178,irvine.subaru
in transit,GUS,"STI, manual",ICE Silver,"$36,202",JF1VA2M62G9804499,irvine.subaru
in transit,GUS,"STI, manual",ICE Silver,"$36,202",JF1VA2M64G9804407,irvine.subaru
in transit,GUS,"STI, manual",ICE Silver,"$36,202",JF1VA2M69G9804113,irvine.subaru
in transit,GUS,"STI, manual",WR Blue Pearl,"$36,202",JF1VA2M66G9804361,irvine.subaru
in transit,GUS,"STI, manual",WR Blue Pearl,"$36,202",JF1VA2M65G9804531,irvine.subaru
in transit,GUS,"STI, manual",WR Blue Pearl,"$36,202",JF1VA2M62G9804454,irvine.subaru
inventory,GUS,"STI, manual",ICE Silver,"$38,252",JF1VA2V67G9803590,glendale.subaru
in transit,GUS,"STI, manual",Crystal Black Silica,"$38,330",JF1VA2V61G9804248,timmonssubaru
in transit,GUS,"STI, manual",Crystal Black Silica,"$38,330",JF1VA2V60G9805097,glendale.subaru
in transit,GUS,"STI, manual",Crystal White Pearl,"$38,330",JF1VA2V69G9805616,subarupacific
in transit,GUS,"STI, manual",Crystal White Pearl,"$38,330",JF1VA2V65G9804172,ontario-ca.subaru
in transit,GUS,"STI, manual",Dark Gray,"$38,330",JF1VA2V63G9804929,puente-hills.subaru
in transit,GUS,"STI, manual",Dark Gray,"$38,330",JF1VA2V6XG9803955,sanbernardino.subaru
in transit,GUS,"STI, manual",ICE Silver,"$38,330",JF1VA2V67G9804707,puente-hills.subaru
in transit,GUS,"STI, manual",WR Blue Pearl,"$38,330",JF1VA2V67G9805081,timmonssubaru
in transit,GUS,"STI, manual",WR Blue Pearl,"$38,330",JF1VA2V68G9805509,timmonssubaru
in transit,GUS,"STI, manual",WR Blue Pearl,"$38,330",JF1VA2V63G9805370,glendale.subaru
in transit,GUS,"STI, manual",Crystal White Pearl,"$38,428",JF1VA2V63G9805109,subarusantamonica
in transit,GUS,"STI, manual",Crystal Black Silica,"$38,726",JF1VA2V67G9804738,southcoast.subaru
in transit,GUS,"STI, manual",ICE Silver,"$38,726",JF1VA2V61G9804380,irvine.subaru
in transit,GUS,"STI, manual",Lapis Blue Pearl,"$38,726",JF1VA2V62G9804825,irvine.subaru
in transit,GUS,"STI, manual",WR Blue Pearl,"$38,726",JF1VA2V66G9805251,irvine.subaru
inventory,GUV,"STI Limited, manual, tall spoiler",Crystal Black Silica,"$40,952",JF1VA2Y6XG9801800,glendale.subaru
inventory,GUV,"STI Limited, manual, tall spoiler",ICE Silver,"$40,952",JF1VA2Y65G9801736,glendale.subaru
inventory,GUV,"STI Limited, manual, tall spoiler",Lapis Blue Pearl,"$40,952",JF1VA2Y63G9802366,glendale.subaru
in transit,GUV,"STI Limited, manual, tall spoiler",Crystal Black Silica,"$41,030",JF1VA2Y67G9804184,renicksubaru
in transit,GUV,"STI Limited, manual, tall spoiler",Crystal Black Silica,"$41,030",JF1VA2Y69G9804364,puente-hills.subaru
in transit,GUV,"STI Limited, manual, tall spoiler",Dark Gray,"$41,030",JF1VA2Y63G9804991,subarupacific
in transit,GUV,"STI Limited, manual, tall spoiler",Dark Gray,"$41,030",JF1VA2Y61G9804505,glendale.subaru
in transit,GUV,"STI Limited, manual, tall spoiler",Dark Gray,"$41,030",JF1VA2Y6XG9805409,puente-hills.subaru
in transit,GUV,"STI Limited, manual, tall spoiler",ICE Silver,"$41,030",JF1VA2Y62G9804268,timmonssubaru
in transit,GUV,"STI Limited, manual, tall spoiler",ICE Silver,"$41,030",JF1VA2Y69G9804588,puente-hills.subaru
inventory,GUV,"STI Limited, manual, tall spoiler",ICE Silver,"$41,030",JF1VA2Y65G9803356,ontario-ca.subaru
in transit,GUV,"STI Limited, manual, tall spoiler",Lapis Blue Pearl,"$41,030",JF1VA2Y60G9804186,singh.subaru
in transit,GUV,"STI Limited, manual, tall spoiler",WR Blue Pearl,"$41,030",JF1VA2Y64G9804305,timmonssubaru
in transit,GUV,"STI Limited, manual, tall spoiler",WR Blue Pearl,"$41,030",JF1VA2Y65G9804118,ontario-ca.subaru
inventory,GUV,"STI Limited, manual, tall spoiler",ICE Silver,"$41,128",JF1VA2Y65G9803468,subarushermanoaks
in transit,GUV,"STI Limited, manual, tall spoiler",ICE Silver,"$41,426",JF1VA2Y65G9805317,southcoast.subaru
in transit,GUV,"STI Limited, manual, tall spoiler",WR Blue Pearl,"$41,426",JF1VA2Y63G9804411,southcoast.subaru
in transit,GUW,"STI Limited, manual, low spoiler",Dark Gray,"$40,952",JF1VA2Z62G9800638,sanbernardino.subaru
in transit,GUW,"STI Limited, manual, low spoiler",Crystal White Pearl,"$41,030",JF1VA2Z69G9804301,puente-hills.subaru
in transit,GUW,"STI Limited, manual, low spoiler",Dark Gray,"$41,030",JF1VA2Z65G9805025,glendale.subaru
in transit,GUW,"STI Limited, manual, low spoiler",ICE Silver,"$41,030",JF1VA2Z66G9804885,timmonssubaru
in transit,GUW,"STI Limited, manual, low spoiler",ICE Silver,"$41,030",JF1VA2Z63G9803502,singh.subaru
inventory,GUW,"STI Limited, manual, low spoiler",Pure Red,"$41,030",JF1VA2Z60G9802338,ontario-ca.subaru
in transit,GUW,"STI Limited, manual, low spoiler",Crystal Black Silica,"$41,128",JF1VA2Z6XG9804923,galpin.subaru
inventory,GUW,"STI Limited, manual, low spoiler",ICE Silver,"$41,128",JF1VA2Z69G9801527,subarushermanoaks
inventory,GUW,"STI Limited, manual, low spoiler",WR Blue Pearl,"$41,128",JF1VA2Z67G9802871,galpin.subaru
inventory,GUW,"STI Limited, manual, low spoiler",Crystal White Pearl,"$41,381",JF1VA2Z60G9802467,subarupacific
in transit,GUW,"STI Limited, manual, low spoiler",ICE Silver,"$41,426",JF1VA2Z68G9805150,southcoast.subaru
in transit,GUW,"STI Limited, manual, low spoiler",ICE Silver,"$41,426",JF1VA2Z64G9805405,irvine.subaru
